tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-10-08 23:45:22,sebelum,kasus ham siapa bukan laku otak aktor tragedi sekarang mulai was kalau sengol prabowo bongkar prabowo semua siapa otak aktor tragedi mokat,negatif,3,0,Minang_cyber
2024-10-08 23:51:12,sebelum,jam lebih jokowi prabowo diskusi makan malam private senayan,netral,1,0,SINDOnews
2024-10-08 23:52:06,sebelum,jokowi unggah momen makan malam sama prabowo,positif,5,0,Beritasatu
2024-10-08 23:54:26,sebelum,soal keppres ikn prabowo sibuk pantesan mulyono langsung ngambek datang lantik,negatif,62,11,PaltiHutabarat
2024-10-08 23:59:18,sebelum,bentar cerita konspirasi abis maki maki perintah,negatif,12,0,Zen_Halmahera
2024-10-09 00:01:18,sebelum,usah suka lama tau fufu fafa punya gibran,negatif,1,0,NHenryp29864
2024-10-09 00:01:55,sebelum,lihat isu fufufafa bakal ledak waktu,negatif,5,0,yourexcelsa
2024-10-09 00:03:27,sebelum,seru kalau jokowi seret hadir adil paska lantik prabowo,positif,2,0,Hari7Minggu
2024-10-09 00:04:07,sebelum,jokowi makan malam prabowo bahas lanjut,negatif,2,1,tempodotco
2024-10-09 00:05:50,sebelum,asa jam lebih bicara bukan penting bangsa penting bagaimana lindung penting dinasti masa perintah prabowo moga prabowo lebih pilih lindung penting bangsa negara segala tipu muslihat,netral,64,7,Didikjzie
2024-10-09 00:06:46,sebelum,alhamdulillah oktober moga uji hidup bapak ikan lama tahun berkahir harap baru walupun sangat sayang anak bapak,negatif,2,0,SikirbiRabo
2024-10-09 00:07:53,sebelum,buzer mulyono harap era orba bangkit prabowo suatu mrka harap seok menang reformasi liat,negatif,2,0,BagusGenjing16
2024-10-09 00:09:00,sebelum,selamat ulang pira tahun pira piraluarbiasa hutpirake gerindra prabowo,positif,1,0,PP_PIRAofficial
2024-10-09 00:09:04,sebelum,istana ungkap jokowi hadir lantik prabowo dpr siap acara pisah sambut,positif,0,0,officialinews_
2024-10-09 00:14:12,sebelum,ayo ayo ganyang fufufafa ganyang fufufafa sekarang,positif,53,4,mugglew1nss
2024-10-09 00:15:46,sebelum,senyum kandung banyak arti kalau hubung hadir gibran dsitu,negatif,2,0,Kahingking
2024-10-09 00:18:11,sebelum,ama fufufafa diem bagaimana mau lawan agresor,netral,5,0,Abdoeljegger202
2024-10-09 00:20:33,sebelum,alternatif judul mulyono emis belas kasih penjara mulyono mohon putra sulung makzul mulyono tuntut balas budi atas beri gelar jendral mulyono aku fufufafa anak,negatif,2938,242,kafiradikalis
2024-10-09 00:20:49,sebelum,foto sama cuma balik anglenya,netral,336,7,fullmoonfolks
2024-10-09 00:25:17,sebelum,langkah awal buat ngadepin prabowo seru,positif,3,1,TaliUdeng
2024-10-09 00:25:45,sebelum,ngaruh mau bujuk gimanapun pak punya diri diri cara pimpin loh pulang solo nunggu proses hukum,positif,8,0,D_Zaviyar
2024-10-09 00:28:45,sebelum,jadi jokowi asli musuh sama megawati dukung anies pingin sepak bola indonesia anjlok pingin prabowo gibran kalah pilpres kena mental kyknya orng terima fakta kalau jago kalah telak,negatif,3,0,tekarok007
2024-10-09 00:29:42,sebelum,terimakasihpakjokowi nusantarabaru indonesiamaju kalau pimpin akrab rakyat semangat pakde,positif,1,0,Barna_byo
2024-10-09 00:30:55,sebelum,jangan lupa fufufafa emang cuma mulyono sayang anak,negatif,32,3,AlnilamOmar
2024-10-09 00:31:14,sebelum,dasco kabinet prabowo gibran umum oktober,negatif,4,0,KompasTV
2024-10-09 00:31:14,sebelum,bahas fufufafa jam lebih,positif,49,1,PaltiHutabarat
2024-10-09 00:32:44,sebelum,pak prabowo bakal dukung ros bijak erik,netral,11,0,trance_eleven
2024-10-09 00:46:03,sebelum,pilpres prabowo saran romahurmuziy innova avanza sbg kendara kampanye jokowi prabowo tolak alas tipu rakyat,negatif,683,101,CakKhum
2024-10-09 00:46:43,sebelum,sayang ngomong bapak,netral,4,1,wahaidiriku
2024-10-09 01:00:51,sebelum,mulyono kena karma kutu rakyat nyata anak durhaka anak haram konstiusi jahat sempurna bukti jangan tiru langkah kang joko,negatif,2,0,wibisonoys
2024-10-09 01:02:35,sebelum,abdullah azwar anas sebut sebut calon menteri prabowo dasco gerindra bilang bahas temponasional,positif,1,1,tempodotco
2024-10-09 01:02:46,sebelum,jawab keppres ikn kaltim serah prabowo pakar taktik jokowi sangat cerdik,negatif,0,0,MSNindonesia
2024-10-09 01:07:34,sebelum,gamtuk simulasi jdi ghibli bonus larang prabowo,negatif,20,2,khonsill
2024-10-09 01:10:30,sebelum,tuhan koq lawan,netral,6,1,MarioIs_MyName
2024-10-09 01:19:55,sebelum,pak rakyat kecil sumbang pajak cukup besar rutin okok harap bapak lantik jadi presiden mohon wajib jajar menteri bapak milik akun mudah maki bila becus,negatif,5,2,nung_306
2024-10-09 01:22:09,sebelum,mulyono ngambek sama bahlul hahaha sekali mulyono memang mesti gampar hari lantik bikin gaduh melulu,negatif,3,0,TriadeAmarullo2
2024-10-09 01:22:10,sebelum,hehe sisi manusia sdg muncul kang paham wakil tuhan kan sejati manusia biasa tuntut hidup cukup halal satu tetap jadi concern jadi wakil tuhan mulia kena jubah pegang palu adil,netral,2,0,Judakusumah1
2024-10-09 01:28:15,sebelum,kalau presiden prabowo msh tunjuk yaqut jadi menag audzubilah dah muda wan presiden prabowo ikut kasus kouta haji sebut pansus haji banyak seleweng beres proses hukum,negatif,4,0,Budionotaslim3
2024-10-09 01:29:34,sebelum,jokowi prabowo temu makan malam diskusi hingga jam,positif,0,0,IDNTimes
2024-10-09 01:41:24,sebelum,ati pak prabowo jangan lena,negatif,3,0,Cintada16
2024-10-09 01:44:45,sebelum,pak sebentar lantik jaga sehat semua waspada kurang temu orang tak penting fokus urus lantik bapak jangan percaya orang pernah bapak besar lalu lupa diri meski kini dukung bapak ikhlas,positif,3,0,rmatahari96
2024-10-09 01:52:07,sebelum,presiden joko widodo jokowi presiden pilih prabowo subianto gelar temu tutup plataran senayan jakarta selasa mal,positif,0,0,inilahdotcom
2024-10-09 02:08:16,sebelum,mulyono mau lepas jabat ken jadi presiden terus memang kira jabat presiden sama kursi olympic bawa pulang singkirkangibranfufufafa singkirkangibranfufufafa,positif,6,2,Mr_Arogan_
2024-10-09 02:15:34,sebelum,perintah prabowo amandemen bentuk angkat siber news,positif,2,0,liputan6dotcom
2024-10-09 02:15:40,sebelum,prabowo kan ambisinye die,negatif,4,1,AhzaSadya
2024-10-09 02:20:04,sebelum,selamat nikmat kuasa tanya hati nurani lebih penting pribadi kroni nya rakyat negeri silah tonton terus ingat semua pertanggungjawabannya,positif,2,0,AidinAzmi
2024-10-09 02:31:02,sebelum,setia jokowi heh cebong mandul kamu pikir orang punya integritas macam mulyono beda kelas bong jokowi ujung kukuny ngomong kate ttp jadi bawahanny sadar cuk,negatif,3,1,beruangM3r4H
2024-10-09 02:37:11,sebelum,dukung prabowo berani aku kalau tatanan negara sekarang amburadul,negatif,5,0,Trending_Issue
2024-10-09 02:48:21,sebelum,pak mohon perhati guru honorer gaji ribu bulan,positif,2,1,JohnKikuk
2024-10-09 02:51:39,sebelum,prediksi mungkin khawatir gibran ikut lantik malu laku fufufafa malu hormat harga diijinkan istri,negatif,3,0,Megatop99
2024-10-09 02:54:25,sebelum,siapa paradoks bung ray bagaimana optimis kampanye beliau bilang lanjut prabowo buku tulis gagas ubah,negatif,188,62,ronaldy596
2024-10-09 03:02:28,sebelum,kalau takut oligarki lebih baik hancur negara mumpung jadi karu kalau kamu suka pola pol oligarki goblok dungu bego gonggong nyata rakyat semesta siap seret penjara siap siap diri tunggu tanggal main,negatif,2,1,salehali2019
2024-10-09 03:07:14,sebelum,penting prabowo jgn pelihara buzer ala pki bginian hnya adudomba rakyat buat citra dmn negara makin bangkrut utang gunung ayo audit hutang jeblos penjara laku nya,negatif,5,0,MSajidan55937
2024-10-09 03:08:30,sebelum,usah ngeles semua rakyat dah tau pak prabowo dah tau geram kliatan bner,negatif,1,0,joen_samart
2024-10-09 03:08:33,sebelum,makan malam prabowo hingga jam jokowi diskusi santai,positif,4,1,BeritakanID_com
2024-10-09 03:35:35,sebelum,pernah aku tweet bank raja akhir nya bank indo terus kalau raja akhir nya kena siapa bailout prabowo pusing,negatif,8,0,FestCrypto
2024-10-09 03:43:16,sebelum,jokowi nge endorse anies ganjar instead prabowo bakal jadi prabowo stronger than mulyono frail ass both mentally and physically ain scared,negatif,3,0,scrxxx666
2024-10-09 03:50:13,sebelum,kalau memang salah satu leadernya pasu nyinyir enggak hasil bentur pak jokowi pak prabowo rambah coba bentur pak sby pak prabowo maklum lah kalah sakit doa terima takdir bikin sebel memang,negatif,1,0,ImaginarySteady
2024-10-09 03:53:25,sebelum,menteri sekretaris negara mensesneg pratikno kata presiden joko widodo jokowi mulai emas barang packing istana jelang habis masa jabat oktober datang adapun jokowi pulang solo jawa tengah usai lantik presiden pilih prabowo subianto gedung mpr dpr oktober pratikno presiden jokowi pening mulai kemas barang istana,positif,0,1,VIVAcoid
2024-10-09 04:00:41,sebelum,jokowi rilis foto makan malam prabowo tak asa jam lebih,positif,0,0,MSNindonesia
2024-10-09 04:04:11,sebelum,minta sabar prabowo janji hakim indonesia naik gaji presiden pilih prabowo subianto janji tingkat sejahtera hakim beri naik gaji,positif,1,0,tvOneNews
2024-10-09 04:18:51,sebelum,kabar gembira sayang ngomong bapak,positif,5,1,KefasID
2024-10-09 04:24:05,sebelum,jadi nabrak atur asal tahu gmana donk pak komandan baras dukung pak nya apa atensi nya donk jangan pantengin doank,negatif,3,1,maliqmos
2024-10-09 04:34:03,sebelum,bocor bincang jokowi prabowo hingga jokowi kemas pulang kampung via,negatif,0,0,tribunmedan
2024-10-09 04:59:42,sebelum,usai lantik prabowo jokowi pulang kampung solo,positif,0,0,officialinews_
2024-10-09 05:00:38,sebelum,jokowi kabar tolak pdip masuk kabinet prabowo gibran respons puan bantah gerindra,negatif,0,0,MSNindonesia
2024-10-09 05:01:06,sebelum,populer nasional jokowi mungkin tak damping prabowo lantik kpk ungkap hasil ott pemprov kalsel,positif,2,0,kompascom
2024-10-09 05:03:16,sebelum,mulyono emis pik bsd tetap jadi psn mulyono emis presiden pilih sedia menandatangani keppres ikn,positif,16,2,NKRI_Nomor_1
2024-10-09 05:06:13,sebelum,jgn kejang aki didu,netral,5,1,penatumpul76
2024-10-09 05:09:01,sebelum,gonjang ganjing kadin buat pak prabowo nyaman pak jokowi bilang cawe cawe soal kadin tarik,positif,207,99,Mdy_Asmara1701
2024-10-09 05:09:19,sebelum,dengar telepon lgs pak prabowo hakim kemarin sptnya beliau harap beres kacau negeri hukum tata negara utama,positif,3,0,Ardienrini
2024-10-09 05:12:05,sebelum,top jokowi pulkam naik pesawat komersial hingga menteri prabowo,positif,0,0,IDNTimes
2024-10-09 05:14:32,sebelum,rocky harap pdip tetap kritis meski kabinet prabowo,negatif,19,5,OposisiCerdas
2024-10-09 05:15:37,sebelum,anak abah kejang lihat foto,positif,4,0,SvYh34
2024-10-09 05:16:05,sebelum,kalau bohong moga kelak allah laknat dunia akhirat seluruh orang libat bohong aamiin allahuma aamiin,negatif,4,0,JELdeta
2024-10-09 05:19:00,sebelum,kamu bukan gibran kaesang,negatif,2,0,Antek2asink
2024-10-09 05:20:00,sebelum,jokowi prabowo makan malam bahas sama lanjut,positif,2,0,RadioElshinta
2024-10-09 05:21:10,sebelum,cek fakta viral prabowo kaget lantik undur jadi desember,negatif,0,0,Bisniscom
2024-10-09 05:21:13,sebelum,bei harap ipo bumn makin banyak era prabowo,positif,1,0,Bisniscom
2024-10-09 05:22:11,sebelum,mudah pak prabowo bukan omon omon doang,netral,3,0,JDjamhuri38681
2024-10-09 05:26:25,sebelum,wah berani etik respect,netral,2,0,faayll
2024-10-09 05:26:27,sebelum,pak jokowi tulus beri jalan mulus pak prabowo keppres pindah ikn beri pak prabowo buku sejarah catat nama prabowo presiden pindah ibukota ikn apa susah pak jokowi buat keppres pindah ikn,negatif,2,0,AGoeci
2024-10-09 05:28:10,sebelum,makan malam prabowo jokowi asa jam lebih,positif,12,5,kompascom
2024-10-09 05:28:14,sebelum,iya beda banget jaman wlw dlu sering kritik sby trnyata skr rem nya kes nguntungin satu pihak smg niru betul imbang,negatif,2,0,EkoApan
2024-10-09 05:29:38,sebelum,kamu banget terima nyata kalau kalah lucu malah kamu ngarep ambil alih wapres gibran kamu bener usak demokrasi sungguh,negatif,4,0,wiwowibowo
2024-10-09 05:31:09,sebelum,panjang cerita jalan beliau pak pak beliau saling asih nkri,positif,28,7,OktavianusYahy1
2024-10-09 05:32:57,sebelum,moga prabowo batal eksport pasir,negatif,3,0,Warga_teladan
2024-10-09 05:39:06,sebelum,kaesang tegas psi tegak lurus prabowo beritasatu news berita,netral,12,4,Beritasatu
2024-10-09 05:44:03,sebelum,diskusi santai ketar tir,negatif,9,0,Hnirankara
2024-10-09 05:44:30,sebelum,lanjur batal lantik gibran jadi cawapres pantas istana perangai watak buruk ragu ijazah bapak,negatif,5,0,Aja8Rachman
2024-10-09 05:44:56,sebelum,momen hakim menang haru dengar komitmen prabowo baik sejahtera,positif,0,0,officialinews_
2024-10-09 05:45:13,sebelum,gibran fufufafa layak lantik syarat adm sbg calon wapres penuh syarat didik min sma mampu scr jasmani rohani prnh laku buat cela bila syarat tsb penuh sblm lantik sah lantik,positif,16004,3211,BangPino__
2024-10-09 05:46:12,sebelum,santap malam ketar tir,negatif,11,0,diskotil
2024-10-09 05:46:15,sebelum,hashim sebut prabowo bakal tambah utang baru dadak mau fokus kejar pajak,positif,8,0,officialinews_
2024-10-09 05:46:24,sebelum,kan mulai bulan oktober bulan oktober tahun jawab bulan oktober tahun depan oktober tahun depan jawab terus lebaran monyet,negatif,2,0,PrimaEtsa
2024-10-09 05:51:09,sebelum,haikal hasan yakin lantik presiden prabowo jalan lancar,positif,1,0,officialinews_
2024-10-09 05:51:54,sebelum,said didu yakin prabowo bakal dengar oposisi,positif,2,0,officialinews_
2024-10-09 05:52:49,sebelum,lupa bagaimana buruk densi abu janda rudi kamri eko kuntadhi ade armando laku dulu dukung prabowo lupa bagaimana memframing fpi act memang mudah lupa,negatif,2,1,ERaksasa
2024-10-09 05:55:05,sebelum,curhat hakim dpr soal sejahtera dasco langsung telepon prabowo,positif,1,0,kompascom
2024-10-09 05:56:36,sebelum,rundown bni investor daily summit hari prabowo ros hingga bahlil beritasatu news berita,negatif,0,0,Beritasatu
2024-10-09 05:56:51,sebelum,edy mulyadi sedang tes ombak nyata polisi tolak ombak arti indikasi fufufafa memang gibran lihat nyata kaesang,positif,184,27,PandawaPut68111
2024-10-09 05:59:21,sebelum,andai kumpul ambil masuk ahli akademisi jujur mengupdate anatomi krisis bangsa model selesai bijak perintah lebih rasional sokutif dar rasional politis mesti moral over politic,negatif,2,0,perangutan23
2024-10-09 05:59:26,sebelum,memang mau bagaimana mending kuliah univ luar biasa biasa univ dalem negeri biasa biasa kek gibran noh,negatif,8,0,einedame
2024-10-09 06:00:00,sebelum,gerindra kabinet umum prabowo tanggal lantik,negatif,0,0,RadioElshinta
2024-10-09 06:00:13,sebelum,anglenya balik bilang diflip mirror,negatif,15,0,fullmoonfolks
2024-10-09 06:00:37,sebelum,pak prabowo bung jangan terus terus perkosa kelas tengah buat cari uang buat negara bagaimana ekonomi mau jalan kalau kelas tengah selalu peras makanya tingkat konsumsi masyarakat turun justru hrsnya kasih insentif pph buat mreka,negatif,12,2,yesmar_banu
2024-10-09 06:01:33,sebelum,produksi kapal perang mampu siluman bentuk trimaran ptlundin prabowo prabowosubianto menhanprabowo jenderalprabowo ksal kemhan kemhanri tnial industripertahanan,negatif,7,1,Kemhan_RI
2024-10-09 06:01:46,sebelum,istana ungkap topik bahas private dinner jokowi prabowo,positif,36,11,CNNIndonesia
2024-10-09 06:02:03,sebelum,padahal tiap detik selalu adu domba ucap pak pak selalu pelintir sesuai adu domba tsb jangan beban hati kamu rasa marah kecewa iri dengki ujung,negatif,1,1,singolodra1945
2024-10-09 06:04:31,sebelum,logika gibran lolos jadi wapres lalu kontestasi brarti anggap layak tiada ijazah anggap lihat bapak sampe sekarang ijazah buat lengser indonesia punya wapres sperti gibran beri elit tuju,negatif,6,0,Hasanudin500
2024-10-09 06:06:24,sebelum,mah centang biru ngetik panjang ujung nya goblok multi kuadrat,negatif,42,0,sales_yakult
2024-10-09 06:07:12,sebelum,populer besar naik gaji tunjang hakim tuju kemenkeu nama kabar jadi menteri kabinet prabowo tempobisnis,positif,0,0,tempodotco
2024-10-09 06:07:55,sebelum,orang licik cuti wartawan ikut partai partai keok tak gedung senayan jadi wartawan isu angkat jls suka jelek jokowi membully prabowo ber bahaya,negatif,1,0,sumpahlusampah
2024-10-09 06:08:02,sebelum,jadwal pindah pegawai aparatur sipil negara asn ibu kota nusantara ikn mundur,netral,1,0,detikfinance
2024-10-09 06:13:33,sebelum,profil wihaji mantan bupati batang sebut masuk kabinet prabowo,negatif,0,0,IDNTimes
2024-10-09 06:14:52,sebelum,kalau dulu mah ngaruh soal bijak presiden terlalu ngaruh hidup masyarakat sekarang beuh bijak konyol macam bikin hih moga prabowo kagak lebih parah minimal kelas sby ganggu rakyat,negatif,2,2,UzumakiYuuki1
2024-10-09 06:16:30,sebelum,tegas publikasi segera gibran batal lantik,netral,24,2,Aja8Rachman
2024-10-09 06:16:59,sebelum,diskusi apa ngatur nitip jabat buat nyelametin diri fufufafaaibnasional pak mulyono,negatif,6,0,ronavioleta
2024-10-09 06:19:03,sebelum,ceileee nyengol nyengol fufufafa kyak paling tau kalau milik gibran nulis gibran asal ente tau semua baris lowbatt hina prabowo lik jejak digital biar ente puas payah otak ciu mulut knalpot bronk,negatif,2,0,boyheboy
2024-10-09 06:21:25,sebelum,baik kak arya lapor dpt admin tindak lanjut info telepon via kakak laku adu pln mobile menu adu admin tunggu konfirmasi tks yanti,negatif,0,0,pln_123
2024-10-09 06:23:26,sebelum,ucap hati nurani,negatif,1,0,LukPrabowo
2024-10-09 06:23:36,sebelum,ekonomi era presidensial prabowo pengaruh global,positif,0,0,kompasiana
2024-10-09 06:23:44,sebelum,hadir penting wakil anak wapres,negatif,18,6,giginpraginanto
2024-10-09 06:25:20,sebelum,desa gibran mundur pilih wapres lantik makin berat pikir jokowi jokowi mungkin pilih hadir hukum sosial masyarakat memang dahsyat dampak hening,negatif,5,2,asboediono_id
2024-10-09 06:25:55,sebelum,tanya nya pak prabowo subianto lantik mana,positif,7,1,Bayumaruti
2024-10-09 06:25:59,sebelum,moga pak teguh pijak konstitusi bela rakyat jagi game changer bukan malah jadi boneka presiden atur atur jokowi hutang budi,negatif,6,1,_Haris_Srg
2024-10-09 06:26:35,sebelum,oposisi yakin bakal dengar era prabowo begini alas,positif,0,0,SINDOnews
2024-10-09 06:27:39,sebelum,kalau mau jadi buzer date mas foto jaman flinstone sekarang buat malu ketua,positif,35,0,LenteraDonk
2024-10-09 06:28:00,sebelum,buah tanya rezim prabowo podowae masalah tara hukum akunanya,negatif,104,36,abu_waras
2024-10-09 06:34:20,sebelum,komisi pilih umum jadwal lantik pasang presiden wakil presiden pilih prabowo subianto gibran rakabuming raka langsung minggu datang besok hari kamis adil tata usaha negara jakarta baca putus mohon ketua umum dpp partai demokrasi indonesia juang megawati soekarnoputri perkara ptun jkt apa konsekuensi besar hadap mohon kabul mungkin gibran batal lantik talk direktur eksekutif voxpol center research and consulting pangi syarwi chaniago streaming,positif,0,1,RadioElshinta
2024-10-09 06:35:46,sebelum,ngak bosen pak citra melulu jelas akun fufufafa jadi bumerang buat anak cepat lambat tulis tulis kan balik buat fufufafa,negatif,6,2,165Hati
2024-10-09 06:36:10,sebelum,pak prabowo hina sangkut harga diri hilang hati pikir bapak jadi pimpin rakyat maksimal jadi pimpin keluarga umur hidup,negatif,1,0,MpusOli
2024-10-09 06:36:46,sebelum,hampir thn tipu model penuh palsu citra,positif,2,1,WanIshakTahir
2024-10-09 06:37:04,sebelum,isu politik kini jokowi temu mata prabowo hingga motif batik bni investor daily summit beritasatu news berita,negatif,1,1,Beritasatu
2024-10-09 06:38:43,sebelum,die asli bahlil lahadalia tum golkar jdi inget jdi tarpadnas lemhannas dosen tegas bilang bhw doktrin pki adlh halal segala cara akankh prabowo tetap jdkn menteri bahaya,negatif,3,0,Fatimah81819162
2024-10-09 06:42:54,sebelum,mulyono kata tak hadir lantik prabowo samsul pulang solo tidur post power syndrome,positif,4,0,JulieRhma
2024-10-09 06:43:05,sebelum,jokowi makan malam sama prabowo bahas lanjut perintah beritajogja jogja jogjaistimewa,positif,0,0,Harian_Jogja
2024-10-09 06:43:31,sebelum,gibran masak telor,netral,6,0,saganotsugus
2024-10-09 06:43:49,sebelum,spertinya pmbongkar akun fufufafa adlh orang gerindra prabowo hnya butuh fufufafa menang pilpres stelah menang fufufafa disingkirkn buka aib nya mudah lengser trik mrk kalau bukan orang kuat tak berani mmbuka aib anak jokowi,negatif,95,2,_PencariCuan_
2024-10-09 06:44:35,sebelum,jokowi dinner bareng prabowo istana bicara lanjut program,negatif,0,0,SINDOnews
2024-10-09 06:45:48,sebelum,pak jokowi pak prabowo sedang goda peluang masuk kabinet prabowo gibran nihil sebentar dunia heboh bagai narasi konspirasi pak mulyono cawe cawe,negatif,6,0,tjitrosoenarjo1
2024-10-09 06:47:21,sebelum,begini lindung keluarga gibran ganti,positif,4,0,MasboyK
2024-10-09 06:47:25,sebelum,dongeng tokugawa rekonsiliasi kalau omong adeknya dxp liberalisasi ekonomi,positif,2,0,V005_Vendetta
2024-10-09 06:47:45,sebelum,kan padahal kalau isu fufufafa gratifikasi kenceng masyarakat jadi lupa sama isu culi aktivis langgar ham nya prabowo kan bodoh sekali memang,negatif,19,6,SoundOfYogi
2024-10-09 06:48:20,sebelum,jokowi temu prabowo malam bahas apa,netral,0,0,officialinews_
2024-10-09 06:48:55,sebelum,jokowi makan malam bareng prabowo jam lebih bahas,positif,7,4,cnbcindonesia
2024-10-09 06:50:02,sebelum,berapa kali posting soal opsi prabowo lebih pilih dukung pdip ketimbang dukung jokowi pasca lengser kalkulasi logis politik memang iya pdip kursi banyak dpr ketua lolos pdip tanda,positif,41,7,TheArieAir
2024-10-09 06:56:17,sebelum,kurang miskin ekstrim bangun infrastruktur massif jokowi jokowidodo terimakasihpakjokowi prabowo prabowosubianto menhanprabowo jenderalprabowo kemhanri tahunkerjabersama indonesiamaju,negatif,2,1,Kemhan_RI
2024-10-09 06:57:13,sebelum,jokowi tanya wartawan kemaren nyata mungkin hadir lantik prabowo arti jokowi kata mungkin gibran batal lantik timbang kembang politik desa masyarakat,positif,4,0,TheArieAir
2024-10-09 06:57:50,sebelum,prabowo tim penting fufufafa fufufifi penting cuma baper ngomongin fufufafa terus alih isu arteria dahlan,negatif,2,0,Div_J5
2024-10-09 06:58:05,sebelum,gara langkah hukum pasu bau tanah pbt kominfo ikut sibuk cari kambing hitam ffff bilang milik akun bukan gibran lucu tau akun siapa yakin kominfo panggil sbg saksi ringan pihak pbt,negatif,1,0,Anita65219720
2024-10-09 06:58:56,sebelum,keluarga besar pak marah besar fufufafa alias samsul alias slamet wajib marah besar pak prabowo sama binatang hina sangat kejam anak sayang dibully sangat keji terlalu kalau marah besar marah besar elegan laku makhluk kurang ajar macam fufufafa pesan tenang pak prabowo keluarga tunggu,negatif,8152,1718,DokterTifa
2024-10-09 06:59:07,sebelum,loud and clear mas kaesang instruksi seluruh kader cilacap menang kepala daerah usung psi kukuh dpd dpc dprt kabupaten cilacap konsolidasi malam mas kaesang beri semangat ingat urus kompak solid dpd hingga ranting dpp psi instruksi menang pasang calon gubernur jateng pak luthfi wakil gus yasin cilacap menang pasang calon bupati wakil bupati mas syamsul mba ammy ujar mas tum kaesang sempat sama mas tum ingat semua tegak lurus presiden jokowi hingga oktober datang terus awal transisi pimpin prabowo gibran beliau selesai oktober tinggal beberapa minggu presiden baru instruksi tegak lurus pak prabowo siap semua kata mas tum kaesang mas kaesang yakin transisi pimpin jalan baik moga tulus kader kompak semua urus kerja politik psi dampak semua rakyat indonesia menang sejahtera,negatif,40,7,psi_id
2024-10-09 07:00:32,sebelum,punya otak mbok buat mikir meski sedikit biar lihat kopong banget,negatif,15,0,ss_jepit
2024-10-09 07:00:34,sebelum,tunggu tanggal main aamiin allaah,negatif,7,0,hanita_uta
2024-10-09 07:00:41,sebelum,populer besar naik gaji tunjang hakim tuju kemenkeu nama kabar jadi menteri kabinet prabowo,positif,0,0,MSNindonesia
2024-10-09 07:01:15,sebelum,gerindra ungkap hari tanggal prabowo umum nama nama menteri beritajogja jogja jogjaistimewa,negatif,0,0,Harian_Jogja
2024-10-09 07:01:56,sebelum,gibran batal lantik otomatis semua hadirin tahu apa latar batal tamu hormat tak negeri tamu negara sahabat mana tahan paksa hadir,negatif,5,0,TheArieAir
2024-10-09 07:02:02,sebelum,bukan undang kan jabat yntkts,negatif,8,0,dedenx269
2024-10-09 07:02:13,sebelum,pepatah baru dok nitip dok,positif,466,42,pikpikripik
2024-10-09 07:02:27,sebelum,gibran mania orang orang punya muka dongok kayak apa penasaran mungkin kayak muka botol,negatif,2,0,Agus_Purwadi
2024-10-09 07:03:50,sebelum,syukur sama jokowi prabowo masa transisi perintah kondisi dunia sedang baik jadi vitamin indonesia,positif,7,0,hasmibakhtiar
2024-10-09 07:04:12,sebelum,anggar miliar per hari jadwal makan gizi gratis anak paud hingga sma jadwal makan gizi gratis anak paud hingga sma program prabowo gibran rencana bakal laksana januari datang,negatif,2,1,tvOneNews
2024-10-09 07:05:34,sebelum,segera kemas pak ijazah jangan lupa bawa pulang,negatif,2,0,Kaisar_Dusun
2024-10-09 07:05:40,sebelum,kalau pak marah sama fufufafa banget sabar arti beliyou lanjut dinasti mulyono mohon pak jadi diri sendiri jangan mau kendali sama keluarga jelas izajahnya tahu etika,negatif,232,6,A_1d4rsonov
2024-10-09 07:05:43,sebelum,pdip menteri halang chemistry gibran,negatif,7,5,OposisiCerdas
2024-10-09 07:06:58,sebelum,bully orng yng jelas didik dri cara bicara mesti erti kalw fufufafa waras alias kurang ons lalu tetap pilih wakil kuat oligarki kalah orang cerdas,negatif,174,12,BeeInsfire
2024-10-09 07:07:17,sebelum,jadi jawab jokowi mungkin tak hadir lantik lebih timbang yakin jokowi atas gibran lolos lantik tetap lantik suasa positif keluarga dinasti jokowi aura cibir bahkan chaos,netral,6,1,TheArieAir
2024-10-09 07:07:47,sebelum,semangat pagi mulai lihat ekspresi bahagia pak prabowo subianto keliling anak muda prestasi bidang mayor teddy rizky firmansyah wamenkominfo angga raka prabowo wapres pilih,positif,87,17,are_inismyname
2024-10-09 07:07:59,sebelum,kalau orang pintar adab akhlak orang bodoh adab pilih sahabat nah bodoh adab jgn jadi bom waktu racun positif sanding negatif pernah jadi positif mending singkir awal,positif,14,0,WillyUK777
2024-10-09 07:08:58,sebelum,jadi perhati benar presiden baik sama lanjut mulyono aaaasudahlah,positif,2,0,aaron_jacson
2024-10-09 07:09:13,sebelum,ayah fufufafa ngobrol sama orang hina hina fufufafa,negatif,25,0,HensuAja
2024-10-09 07:09:42,sebelum,diskusi apa pak,negatif,0,0,herinuryana
2024-10-09 07:09:56,sebelum,tunggu tanggal main,negatif,126,1,MlayuTerus
2024-10-09 07:10:31,sebelum,perintah lebih penting patuh putus hakim nasabah jiwasraya pegang putus inkracht laksana,positif,2,0,machrilmachril1
2024-10-09 07:10:36,sebelum,jelang lengser jokowi prabowo makin mesra ngobrol lama jam,positif,23,7,kompascom
2024-10-09 07:10:51,sebelum,khan mulyono usaha rujuk prabowo prabowonya bilang udahlah wir putus,negatif,2,0,HalomoanHa91790
2024-10-09 07:10:56,sebelum,fufufafa kurang ajar,negatif,20,0,Ifundvm04
